tahun,provinsi,nama_kota,kecamatan,kelurahan,bulan,jumlah
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,04,10
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,04,4
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,04,8
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,04,6
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,04,4
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,04,25
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,04,9
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,04,10
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,04,9
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,04,21
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,04,11
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,04,5
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,04,9
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,04,0
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,04,1
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,04,4
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,04,1
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,04,0
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,04,1
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,04,0
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,04,0
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,04,2
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,04,2
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,04,4
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,04,4
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,04,7
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,04,16
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,04,13
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,04,14
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,04,6
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,04,3
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,04,8
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,04,23
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,04,10
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,04,10
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,04,9
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,04,4
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,04,8
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,04,14
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,04,15
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,04,11
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,04,13
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,04,4
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,04,10
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,04,7
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,04,17
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,04,10
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,04,7
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,04,9
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,04,21
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,04,18
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,04,6
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,04,17
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,04,14
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,04,11
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,04,8
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,04,14
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,04,0
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,04,7
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,04,12
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,04,10
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,04,16
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,04,32
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,04,13
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,04,29
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,DUKUH,04,12
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,04,8
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,04,17
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,04,13
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CAWANG,04,12
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,04,4
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,04,4
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,04,0
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,04,4
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,04,2
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,04,7
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,04,7
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,04,31
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,04,12
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,04,29
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,04,9
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,04,6
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,04,7
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,04,14
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,04,23
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,04,22
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,04,19
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,04,27
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,04,11
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,04,13
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,04,1
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,04,13
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,04,0
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,04,4
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,04,8
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,04,7
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,04,5
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,04,3
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,04,13
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,04,8
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,04,6
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,04,0
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,04,5
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,04,7
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,04,5
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,04,1
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,04,4
